field	field_role	type	n_present	missing_pct	values	association_status	action_block_assoc	action_recheck_assoc	action_enter_assoc	association_n
setup.mechanistic_context.flow.schema	machine_decision_input	categorical	17509	0.0	"{""mechanistic_entry_flow_observation_v1"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.flow.source_analysis_sha256	machine_decision_input	categorical	17509	0.0	{}	identity_or_clock				17509
setup.mechanistic_context.flow.source_quality.completed_bar_count	machine_decision_input	numeric	17509	0.0	"{""max"": 369.0, ""mean"": 152.65954651893313, ""min"": 0.0}"	computed_or_insufficient	-0.06564	0.06639	-0.00151	17509
setup.mechanistic_context.flow.source_quality.forming_bar_excluded	machine_decision_input	categorical	17025	2.76	"{""True"": 17025}"	computed_or_insufficient				17025
setup.mechanistic_context.flow.source_quality.status	machine_decision_input	categorical	17025	2.76	"{""fresh_consistent"": 17025}"	computed_or_insufficient				17025
setup.mechanistic_context.group.actual_order_submitted	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.allowed_runtime_apply	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.broker_order_forbidden	machine_decision_input	categorical	17509	0.0	"{""True"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.feature_time_boundary	machine_decision_input	categorical	17509	0.0	"{""decision_time_or_completed_bar_only"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.future_outcome_fields_forbidden	machine_decision_input	categorical	17509	0.0	"{""True"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.group_key	machine_decision_input	categorical	17509	0.0	{}	high_cardinality				17509
setup.mechanistic_context.group.group_observation_sha256	machine_decision_input	categorical	17509	0.0	{}	identity_or_clock				17509
setup.mechanistic_context.group.key_parts.extension_band	machine_decision_input	categorical	17509	0.0	"{""UNKNOWN"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.key_parts.liquidity_band	machine_decision_input	categorical	17509	0.0	"{""BOUNDED"": 9027, ""FRAGILE"": 4383, ""SUPPORTIVE"": 4099}"	computed_or_insufficient	0.14593	0.12524	0.09164	17509
setup.mechanistic_context.group.key_parts.price_tick_band	machine_decision_input	categorical	17509	0.0	"{""5_TO_10BP"": 7653, ""GE_10BP"": 9856}"	computed_or_insufficient	0.08405	0.07978	0.02026	17509
setup.mechanistic_context.group.key_parts.session_bucket	machine_decision_input	categorical	17509	0.0	"{""KRX_NXT_AFTERMARKET"": 3083, ""KRX_REGULAR"": 13458, ""PREMARKET_KRX_LIKE"": 968}"	computed_or_insufficient	0.0783	0.07949	0.01095	17509
setup.mechanistic_context.group.key_parts.structure_phase	machine_decision_input	categorical	17509	0.0	"{""continuation"": 2623, ""distribution"": 2268, ""early_continuation_probe"": 53, ""failed_breakout"": 4931, ""pullback"": 646, ""range_or_no_setup"": 3619, ""rebound_attempt"": 1972, ""recovery_continuation"": 1397}"	computed_or_insufficient	0.5324	0.50995	0.19935	17509
setup.mechanistic_context.group.key_parts.venue	machine_decision_input	categorical	17509	0.0	"{""KRX"": 13458, ""KRX_NXT_INTEGRATED"": 3083, ""PREMARKET_KRX_LIKE"": 968}"	computed_or_insufficient	0.0783	0.07949	0.01095	17509
setup.mechanistic_context.group.key_parts.volatility_band	machine_decision_input	categorical	17509	0.0	"{""HIGH"": 1317, ""LOW"": 9079, ""MEDIUM"": 6594, ""UNKNOWN"": 519}"	computed_or_insufficient	0.17405	0.16603	0.04237	17509
setup.mechanistic_context.group.key_parts.watch_age_band	machine_decision_input	categorical	17509	0.0	"{""UNKNOWN"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.missing_dimensions.contains:extension_band	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.mechanistic_context.group.missing_dimensions.contains:volatility_band	machine_decision_input	categorical	17509	0.0	"{""False"": 16990, ""True"": 519}"	computed_or_insufficient	0.13118	0.12719	0.0203	17509
setup.mechanistic_context.group.missing_dimensions.contains:watch_age_band	machine_decision_input	categorical	17509	0.0	"{""False"": 0, ""True"": 17509}"	computed_or_insufficient	0.0	0.0	0.0	17509
setup.mechanistic_context.group.missing_dimensions.length	machine_decision_input	numeric	17509	0.0	"{""max"": 3.0, ""mean"": 2.0296418984522244, ""min"": 2.0}"	computed_or_insufficient	0.13118	-0.12719	-0.0203	17509
setup.mechanistic_context.group.price	machine_decision_input	numeric	17509	0.0	"{""max"": 1915500.0, ""mean"": 38765.751385002, ""min"": 949.0}"	computed_or_insufficient	-0.05911	0.05736	0.00893	17509
setup.mechanistic_context.group.realized_volatility_pct	machine_decision_input	numeric	16990	2.96	"{""max"": 16.932778872677964, ""mean"": 0.6472802075258332, ""min"": 0.00010146026689361598}"	computed_or_insufficient	0.09629	-0.08858	-0.03462	16990
setup.mechanistic_context.group.runtime_effect	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.schema	machine_decision_input	categorical	17509	0.0	"{""entry_predecision_group_observation_v1"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.symbol_specific_threshold_active	machine_decision_input	categorical	17509	0.0	"{""False"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.group.tick_pct	machine_decision_input	numeric	17509	0.0	"{""max"": 0.25, ""mean"": 0.12016565454551642, ""min"": 0.05002501250625312}"	computed_or_insufficient	0.08805	-0.08251	-0.02578	17509
setup.mechanistic_context.group.tick_size	machine_decision_input	numeric	17509	0.0	"{""max"": 1000.0, ""mean"": 45.10126220800731, ""min"": 1.0}"	computed_or_insufficient	-0.05106	0.04876	0.0111	17509
setup.mechanistic_context.micro_window.action	machine_decision_input	categorical	17509	0.0	"{""CONTINUE"": 7453, ""DEFER_ADVERSE_FLOW"": 1, ""SOURCE_UNAVAILABLE"": 10055}"	computed_or_insufficient	0.03608	0.03631	0.0009	17509
setup.mechanistic_context.micro_window.bid_end	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18879.631338878455, ""min"": 990.0}"	computed_or_insufficient	-0.08259	0.07426	0.03755	7454
setup.mechanistic_context.micro_window.bid_min	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18878.26925140864, ""min"": 990.0}"	computed_or_insufficient	-0.08259	0.07427	0.03755	7454
setup.mechanistic_context.micro_window.bid_start	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18879.676415347465, ""min"": 990.0}"	computed_or_insufficient	-0.08259	0.07426	0.03754	7454
setup.mechanistic_context.micro_window.buy_qty_halves.length	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 2.0, ""min"": 2.0}"	computed_or_insufficient				7454
setup.mechanistic_context.micro_window.buy_qty_halves.numeric_last	machine_decision_input	numeric	7454	57.43	"{""max"": 715.0, ""mean"": 0.632143815401127, ""min"": 0.0}"	computed_or_insufficient	0.01407	-0.01348	-0.00292	7454
setup.mechanistic_context.micro_window.buy_qty_halves.numeric_max	machine_decision_input	numeric	7454	57.43	"{""max"": 34618.0, ""mean"": 183.54440568822108, ""min"": 0.0}"	computed_or_insufficient	-0.00171	0.00255	-0.00348	7454
setup.mechanistic_context.micro_window.buy_qty_halves.numeric_mean	machine_decision_input	numeric	7454	57.43	"{""max"": 17309.0, ""mean"": 92.0273678561846, ""min"": 0.0}"	computed_or_insufficient	-0.00152	0.00237	-0.00353	7454
setup.mechanistic_context.micro_window.buy_qty_halves.numeric_min	machine_decision_input	numeric	7454	57.43	"{""max"": 527.0, ""mean"": 0.5103300241481084, ""min"": 0.0}"	computed_or_insufficient	0.01447	-0.01371	-0.00365	7454
setup.mechanistic_context.micro_window.checks.bid_declining	machine_decision_input	categorical	7454	57.43	"{""False"": 6904, ""True"": 550}"	computed_or_insufficient	0.06595	0.06184	0.0193	7454
setup.mechanistic_context.micro_window.checks.no_bid_recovery	machine_decision_input	categorical	7454	57.43	"{""False"": 595, ""True"": 6859}"	computed_or_insufficient	0.0454	0.04583	0.00042	7454
setup.mechanistic_context.micro_window.checks.sell_dominant_both_halves	machine_decision_input	categorical	7454	57.43	"{""False"": 7450, ""True"": 4}"	computed_or_insufficient	0.00569	0.00637	0.00269	7454
setup.mechanistic_context.micro_window.checks.sell_speed_not_easing	machine_decision_input	categorical	7454	57.43	"{""False"": 2992, ""True"": 4462}"	computed_or_insufficient	0.11902	0.11151	0.03524	7454
setup.mechanistic_context.micro_window.contract	machine_decision_input	categorical	17509	0.0	"{""machine_entry_adverse_flow_v1"": 17509}"	computed_or_insufficient				17509
setup.mechanistic_context.micro_window.cutoff_ms	machine_decision_input	numeric	17509	0.0	"{""max"": 1790159949063.0, ""mean"": 1789591058596.6667, ""min"": 1789341994637.0}"	computed_or_insufficient	-0.18592	0.15925	0.11808	17509
setup.mechanistic_context.micro_window.effective_venue	machine_decision_input	categorical	2297	86.88	"{""KRX"": 1879, ""KRX_NXT_INTEGRATED"": 418}"	computed_or_insufficient	0.27478	0.22991	0.13514	2297
setup.mechanistic_context.micro_window.epoch	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 1.0040246847330292, ""min"": 1.0}"	computed_or_insufficient	-0.01561	0.01748	-0.00738	7454
setup.mechanistic_context.micro_window.feature.aggressive_buy_qty_before_max_depletion	machine_decision_input	numeric	7426	57.59	"{""max"": 14877.0, ""mean"": 63.362106113654725, ""min"": 0.0}"	computed_or_insufficient	-0.00499	0.0049	0.00054	7426
setup.mechanistic_context.micro_window.feature.aggressive_buy_trade_backed_ratio	machine_decision_input	numeric	7426	57.59	"{""max"": 1.0, ""mean"": 0.19163338094222226, ""min"": 0.0}"	computed_or_insufficient	0.0061	-0.0018	-0.01829	7426
setup.mechanistic_context.micro_window.feature.anchor_depth.ask	machine_decision_input	numeric	7454	57.43	"{""max"": 1899000.0, ""mean"": 18905.24939629729, ""min"": 994.0}"	computed_or_insufficient	-0.08261	0.07428	0.03758	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.asks.length	machine_decision_input	numeric	7454	57.43	"{""max"": 5.0, ""mean"": 4.999463375368929, ""min"": 2.0}"	computed_or_insufficient	-0.00395	0.00357	0.0017	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.at_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1790159948054.0, ""mean"": 1789539477534.8079, ""min"": 1789344223412.0}"	computed_or_insufficient	-0.21142	0.17071	0.17786	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.bid	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18879.676415347465, ""min"": 990.0}"	computed_or_insufficient	-0.08259	0.07426	0.03754	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.epoch	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 1.0040246847330292, ""min"": 1.0}"	computed_or_insufficient	-0.01561	0.01748	-0.00738	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.item	machine_decision_input	categorical	7454	57.43	{}	high_cardinality				7454
setup.mechanistic_context.micro_window.feature.anchor_depth.quantity	machine_decision_input	numeric	7454	57.43	"{""max"": 733531.0, ""mean"": 2148.78306949289, ""min"": 1.0}"	computed_or_insufficient	-0.03632	0.03726	-0.00285	7454
setup.mechanistic_context.micro_window.feature.anchor_depth.sequence	machine_decision_input	numeric	7454	57.43	"{""max"": 45183.0, ""mean"": 1784.9961094714247, ""min"": 5.0}"	computed_or_insufficient	-0.01721	0.02655	-0.03881	7454
setup.mechanistic_context.micro_window.feature.best_ask_depletion_velocity_qty_per_sec	machine_decision_input	numeric	7426	57.59	"{""max"": 1190857.142857143, ""mean"": 2304.895302903773, ""min"": 0.0}"	computed_or_insufficient	-0.00179	0.00211	-0.0013	7426
setup.mechanistic_context.micro_window.feature.checkpoint_at_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1790159949063.0, ""mean"": 1789539478729.3652, ""min"": 1789344225197.0}"	computed_or_insufficient	-0.21142	0.17071	0.17786	7454
setup.mechanistic_context.micro_window.feature.depth_observation_count	machine_decision_input	numeric	7454	57.43	"{""max"": 20.0, ""mean"": 2.3426348269385566, ""min"": 1.0}"	computed_or_insufficient	0.07188	-0.06492	-0.03147	7454
setup.mechanistic_context.micro_window.feature.downward_reprice_observed	machine_decision_input	categorical	7454	57.43	"{""False"": 6854, ""True"": 600}"	computed_or_insufficient	0.0888	0.0864	0.01279	7454
setup.mechanistic_context.micro_window.feature.eligible_for_feature_ablation	machine_decision_input	categorical	7454	57.43	"{""False"": 28, ""True"": 7426}"	computed_or_insufficient	0.03911	0.0377	0.00712	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.ask	machine_decision_input	numeric	7454	57.43	"{""max"": 1899000.0, ""mean"": 18905.199221894283, ""min"": 994.0}"	computed_or_insufficient	-0.08261	0.07428	0.03758	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.asks.length	machine_decision_input	numeric	7454	57.43	"{""max"": 5.0, ""mean"": 4.999463375368929, ""min"": 2.0}"	computed_or_insufficient	-0.00395	0.00357	0.0017	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.at_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1790159948054.0, ""mean"": 1789539477810.449, ""min"": 1789344224394.0}"	computed_or_insufficient	-0.21142	0.17071	0.17786	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.bid	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18879.631338878455, ""min"": 990.0}"	computed_or_insufficient	-0.08259	0.07426	0.03755	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.epoch	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 1.0040246847330292, ""min"": 1.0}"	computed_or_insufficient	-0.01561	0.01748	-0.00738	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.item	machine_decision_input	categorical	7454	57.43	{}	high_cardinality				7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.quantity	machine_decision_input	numeric	7454	57.43	"{""max"": 733454.0, ""mean"": 2127.6491816474377, ""min"": 1.0}"	computed_or_insufficient	-0.03736	0.03828	-0.00275	7454
setup.mechanistic_context.micro_window.feature.endpoint_depth.sequence	machine_decision_input	numeric	7454	57.43	"{""max"": 45184.0, ""mean"": 1786.3387442983633, ""min"": 5.0}"	computed_or_insufficient	-0.01717	0.02651	-0.03883	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.at_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1790159947854.0, ""mean"": 1789539477751.173, ""min"": 1789344224415.0}"	computed_or_insufficient	-0.21142	0.17071	0.17786	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.epoch	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 1.0040246847330292, ""min"": 1.0}"	computed_or_insufficient	-0.01561	0.01748	-0.00738	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.item	machine_decision_input	categorical	7454	57.43	{}	high_cardinality				7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.price	machine_decision_input	numeric	7454	57.43	"{""max"": 1898000.0, ""mean"": 18893.955594311778, ""min"": 990.0}"	computed_or_insufficient	-0.08263	0.0743	0.03759	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.provider_trade_date_basis	machine_decision_input	categorical	800	95.43	"{""local_receive_calendar_date_not_provider_date"": 800}"	computed_or_insufficient				800
setup.mechanistic_context.micro_window.feature.endpoint_trade.provider_trade_epoch	machine_decision_input	numeric	800	95.43	"{""max"": 1790159947.0, ""mean"": 1790095531.53625, ""min"": 1789962030.0}"	identity_or_clock				800
setup.mechanistic_context.micro_window.feature.endpoint_trade.provider_trade_time_precision_ms	machine_decision_input	numeric	800	95.43	"{""max"": 1000.0, ""mean"": 1000.0, ""min"": 1000.0}"	computed_or_insufficient				800
setup.mechanistic_context.micro_window.feature.endpoint_trade.quantity	machine_decision_input	numeric	7454	57.43	"{""max"": 22809.0, ""mean"": 130.8950898846257, ""min"": 1.0}"	computed_or_insufficient	0.01991	-0.01751	-0.01072	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.sequence	machine_decision_input	numeric	7454	57.43	"{""max"": 75732.0, ""mean"": 3087.5468204990607, ""min"": 2.0}"	computed_or_insufficient	0.0246	-0.01508	-0.04085	7454
setup.mechanistic_context.micro_window.feature.endpoint_trade.side	machine_decision_input	categorical	7454	57.43	"{""BUY"": 4079, ""SELL"": 3375}"	computed_or_insufficient	0.08658	0.07947	0.03255	7454
setup.mechanistic_context.micro_window.feature.feature_version	machine_decision_input	categorical	7454	57.43	"{""machine_confirmation_fixed_price_window_v1"": 7454}"	computed_or_insufficient				7454
setup.mechanistic_context.micro_window.feature.horizon_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1000.0, ""mean"": 1000.0, ""min"": 1000.0}"	computed_or_insufficient				7454
setup.mechanistic_context.micro_window.feature.market_observation_count	machine_decision_input	numeric	7454	57.43	"{""max"": 113.0, ""mean"": 2.1285215991414006, ""min"": 0.0}"	computed_or_insufficient	0.06202	-0.05844	-0.01693	7454
setup.mechanistic_context.micro_window.feature.max_best_ask_depletion_qty	machine_decision_input	numeric	7426	57.59	"{""max"": 27742.0, ""mean"": 107.28979262052249, ""min"": 0.0}"	computed_or_insufficient	0.00922	-0.00754	-0.00733	7426
setup.mechanistic_context.micro_window.feature.refill_half_life_ms	machine_decision_input	numeric	232	98.67	"{""max"": 409.0, ""mean"": 125.375, ""min"": 7.0}"	computed_or_insufficient	-0.03145	0.00253	0.12142	232
setup.mechanistic_context.micro_window.feature.refill_ratio	machine_decision_input	numeric	7426	57.59	"{""max"": 1004.0, ""mean"": 1.5189651667576578, ""min"": 0.0}"	computed_or_insufficient	0.0243	-0.02303	-0.00608	7426
setup.mechanistic_context.micro_window.feature.source_gap_reasons.contains:fixed_ask_level_unobserved	machine_decision_input	categorical	7454	57.43	"{""False"": 7426, ""True"": 28}"	computed_or_insufficient	0.03911	0.0377	0.00712	7454
setup.mechanistic_context.micro_window.feature.source_gap_reasons.contains:initial_or_fixed_depth_invalid	machine_decision_input	categorical	7454	57.43	"{""False"": 7426, ""True"": 28}"	computed_or_insufficient	0.03911	0.0377	0.00712	7454
setup.mechanistic_context.micro_window.feature.source_gap_reasons.length	machine_decision_input	numeric	7454	57.43	"{""max"": 2.0, ""mean"": 0.007512744834987926, ""min"": 0.0}"	computed_or_insufficient	0.03911	-0.0377	-0.00712	7454
setup.mechanistic_context.micro_window.feature.source_quality_status	machine_decision_input	categorical	7454	57.43	"{""eligible"": 7426, ""source_gap"": 28}"	computed_or_insufficient	0.03911	0.0377	0.00712	7454
setup.mechanistic_context.micro_window.feature.unexplained_or_cancel_like_depletion_ratio	machine_decision_input	numeric	7426	57.59	"{""max"": 1.0, ""mean"": 0.14960012296297562, ""min"": 0.0}"	computed_or_insufficient	0.01385	-0.01653	0.01086	7426
setup.mechanistic_context.micro_window.feature.window_source_sha256	machine_decision_input	categorical	7454	57.43	{}	identity_or_clock				7454
setup.mechanistic_context.micro_window.feature.window_started_at_ms	machine_decision_input	numeric	7454	57.43	"{""max"": 1790159948063.0, ""mean"": 1789539477729.3652, ""min"": 1789344224197.0}"	computed_or_insufficient	-0.21142	0.17071	0.17786	7454
setup.mechanistic_context.micro_window.item	machine_decision_input	categorical	7454	57.43	{}	high_cardinality				7454
setup.mechanistic_context.micro_window.machine_market_route_binding.confirmation_route	machine_decision_input	categorical	2545	85.46	"{""KRX"": 1170, ""SOR"": 1375}"	computed_or_insufficient	0.05667	0.06469	0.02246	2545
setup.mechanistic_context.micro_window.machine_market_route_binding.effective_venue	machine_decision_input	categorical	2545	85.46	"{""KRX"": 1820, ""KRX_NXT_INTEGRATED"": 609, ""PREMARKET_KRX_LIKE"": 116}"	computed_or_insufficient	0.04345	0.06338	0.04818	2545
setup.mechanistic_context.micro_window.machine_market_route_binding.market_data_route	machine_decision_input	categorical	2545	85.46	"{""krx_nxt_integrated"": 1375, ""krx_only"": 1170}"	computed_or_insufficient	0.05667	0.06469	0.02246	2545
setup.mechanistic_context.micro_window.machine_market_route_binding.session_bucket	machine_decision_input	categorical	2545	85.46	"{""krx_nxt_aftermarket"": 609, ""krx_regular"": 1820, ""premarket_krx_like"": 116}"	computed_or_insufficient	0.04345	0.06338	0.04818	2545
setup.mechanistic_context.micro_window.machine_market_route_binding.snapshot_id	machine_decision_input	categorical	2545	85.46	{}	identity_or_clock				2545
setup.mechanistic_context.micro_window.market_data_health.as_of_epoch	machine_decision_input	numeric	2544	85.47	"{""max"": 1790159949.063, ""mean"": 1790071434.174463, ""min"": 1789962030.655}"	identity_or_clock				2544
setup.mechanistic_context.micro_window.market_data_health.decision_authority	machine_decision_input	categorical	2544	85.47	"{""False"": 2544}"	computed_or_insufficient				2544
setup.mechanistic_context.micro_window.market_data_health.executable_quote_receive_age_ms	machine_decision_input	numeric	2543	85.48	"{""max"": 63113.00015449524, ""mean"": 1636.103025253392, ""min"": 260.9999179840088}"	computed_or_insufficient	0.03371	-0.01798	-0.03042	2543
setup.mechanistic_context.micro_window.market_data_health.missing_values_imputed	machine_decision_input	categorical	2544	85.47	"{""False"": 2544}"	computed_or_insufficient				2544
setup.mechanistic_context.micro_window.market_data_health.quiet_tape_after_ms	machine_decision_input	numeric	2544	85.47	"{""max"": 10000.0, ""mean"": 10000.0, ""min"": 10000.0}"	computed_or_insufficient				2544
setup.mechanistic_context.micro_window.market_data_health.quote_max_age_ms	machine_decision_input	numeric	2544	85.47	"{""max"": 1500.0, ""mean"": 1500.0, ""min"": 1500.0}"	computed_or_insufficient				2544
setup.mechanistic_context.micro_window.market_data_health.rest_quote	machine_decision_input	none	0	100.0	{}	no_observed_value				0
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.effective_venue	machine_decision_input	categorical	1233	92.96	"{""KRX"": 1233}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.item	machine_decision_input	categorical	1233	92.96	{}	high_cardinality				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.market_data_scope	machine_decision_input	categorical	1233	92.96	"{""KRX"": 1233}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.market_no_print_proven	machine_decision_input	categorical	1233	92.96	"{""False"": 1233}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.market_route	machine_decision_input	categorical	1233	92.96	"{""krx_only"": 1233}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.observation_continuity_proven	machine_decision_input	categorical	1233	92.96	"{""False"": 672, ""True"": 561}"	computed_or_insufficient	0.02503	0.00191	0.04681	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.provider_trade_date_basis	machine_decision_input	categorical	1233	92.96	"{""local_receive_calendar_date_not_provider_date"": 1233}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.provider_trade_time_precision_ms	machine_decision_input	numeric	1233	92.96	"{""max"": 1000.0, ""mean"": 1000.0, ""min"": 1000.0}"	computed_or_insufficient				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.quiet_episode_count	machine_decision_input	numeric	561	96.8	"{""max"": 1.0, ""mean"": 0.0071301247771836, ""min"": 0.0}"	computed_or_insufficient	-0.01071	0.02206	-0.02284	561
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.quote_receive_age_ms	machine_decision_input	numeric	1233	92.96	"{""max"": 83304.99982833862, ""mean"": 1807.3925355151719, ""min"": 513.9999389648438}"	computed_or_insufficient	0.0136	-0.00321	-0.02086	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.quote_state	machine_decision_input	categorical	1233	92.96	"{""fresh"": 570, ""stale"": 662, ""unproven"": 1}"	computed_or_insufficient	0.04063	0.02454	0.05058	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.trade_activity_state	machine_decision_input	categorical	1233	92.96	"{""OBSERVATION_UNPROVEN"": 672, ""RECENT_TRADE"": 561}"	computed_or_insufficient	0.02503	0.00191	0.04681	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.trade_event_age_ms	machine_decision_input	numeric	1233	92.96	"{""max"": 116471.99988365173, ""mean"": 2949.0811010733523, ""min"": 654.9999713897705}"	computed_or_insufficient	0.01019	0.00016	-0.02103	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.trade_receive_age_ms	machine_decision_input	numeric	1233	92.96	"{""max"": 86415.60530662537, ""mean"": 2180.5281544350455, ""min"": 509.0806484222412}"	computed_or_insufficient	0.01483	-0.0013	-0.02738	1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.transport_epoch	machine_decision_input	numeric	1233	92.96	"{""max"": 2.0, ""mean"": 1.0413625304136254, ""min"": 1.0}"	identity_or_clock				1233
setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.underlying_event_venue_proven	machine_decision_input	categorical	1233	92.96	"{""False"": 1, ""True"": 1232}"	computed_or_insufficient	0.0196	0.02217	0.00694	1233
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.effective_venue	machine_decision_input	categorical	1383	92.1	"{""UNKNOWN"": 1383}"	computed_or_insufficient				1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.item	machine_decision_input	categorical	1383	92.1	{}	high_cardinality				1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_data_scope	machine_decision_input	categorical	1383	92.1	"{""KRX_NXT_INTEGRATED"": 1382, ""UNKNOWN"": 1}"	computed_or_insufficient	0.04467	0.03984	0.00597	1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_no_print_proven	machine_decision_input	categorical	1383	92.1	"{""False"": 1383}"	computed_or_insufficient				1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_route	machine_decision_input	categorical	1383	92.1	"{""krx_nxt_integrated"": 1383}"	computed_or_insufficient				1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.observation_continuity_proven	machine_decision_input	categorical	1383	92.1	"{""False"": 674, ""True"": 709}"	computed_or_insufficient	0.03816	0.00318	0.08665	1383
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.provider_trade_date_basis	machine_decision_input	categorical	1382	92.11	"{""local_receive_calendar_date_not_provider_date"": 1382}"	computed_or_insufficient				1382
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.provider_trade_time_precision_ms	machine_decision_input	numeric	1382	92.11	"{""max"": 1000.0, ""mean"": 1000.0, ""min"": 1000.0}"	computed_or_insufficient				1382
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quiet_episode_count	machine_decision_input	numeric	709	95.95	"{""max"": 2.0, ""mean"": 0.023977433004231313, ""min"": 0.0}"	computed_or_insufficient	-0.02503	0.02527	-0.00364	709
setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quote_receive_age_ms	machine_decision_input	numeric	1383	92.1	"{""max"": 202333.99987220764, ""mean"": 2105.8481534322104, ""min"": 260.9999179840088}"	computed_or_insufficient	0.07332	-0.06063	-0.02023	1383
